study_hours,sleep_hours,prior_test_score,pass_exam
0.8792957826326946,8.955152667460935,52.21571795619433,1
3.9380447930525846,5.400853789150574,85.2772839005474,0
2.758143152239064,6.691023822300299,19.522447416593884,0
1.0708390295967831,8.40320851393977,27.387972760205002,1
6.823892243573743,4.0,63.75009828284102,1
3.0465357130440984,8.423083120661703,85.80701584459275,0
2.4390615722067013,9.446770465231953,53.727947193087324,1
6.1405354702927095,10.0,30.28622400735682,1
1.435414808220966,4.0,0.0,0
1.3450421979436107,4.0,72.88340013003582,1
4.252675279174905,4.0,59.10305445486949,0
5.724387430908406,4.0,69.02649589105856,0
5.393473927819497,8.072704209675898,50.40904164077543,0
3.3308696302092624,6.086651810331004,61.913743583182615,0
2.0049478714289317,4.0,85.3189489661576,1
7.19781658778936,4.0,69.51945858579839,1
10.0,4.589162121829198,69.78286957269923,1
5.975540922070748,10.0,53.83844224969061,1
4.2477325149877725,10.0,68.03179300183726,1
5.485570785911791,6.650045906857123,83.00961164472076,1
3.2120882985574886,4.0,49.702249926422624,0
4.296231635538192,4.0,14.191389353738245,1
3.175531094405316,10.0,68.40957784947223,0
3.6785698779782376,10.0,63.58529501987587,1
4.279062949531039,10.0,23.99154309060492,1
4.570938737329145,10.0,87.09000050360163,1
3.4374760147849024,8.29938928044218,56.075193321156696,0
7.421814632154208,4.0,6.290070164677445,0
3.700466722046428,8.950184954982372,27.88401107385669,0
5.380613436235429,4.0,51.57751472436722,1
6.19041902471953,4.0,79.08143493537835,0
6.676817406434214,8.957022376032587,53.09060524131004,1
1.2620366634216706,10.0,58.279010201802215,1
4.97285525503966,10.0,72.3243711249607,0
5.507043359157706,7.626996332820168,75.38291849912014,1
4.726929187134448,10.0,77.3009276290181,0
3.3705790381161718,4.0,24.262469998518633,0
6.746562337933228,4.0,95.02442604404266,1
2.7511656722868287,7.99926102777719,24.49741188864084,1
4.751507994904244,4.0,70.54636582310096,1
3.599167369594699,4.0,53.633197494337566,1
5.486076120517792,4.0,64.97935951894158,1
5.71472391446963,10.0,0.0,0
0.9876214276006832,7.46549357983282,43.05967624333335,1
0.6672956584142962,4.0,39.954020439441265,0
3.5620103949700406,7.862321518142567,12.874782303513982,1
3.28228314168245,10.0,56.22839407633603,1
4.757055387284293,4.0,58.63830085478494,1
5.368430731652323,4.0,37.85705048513884,1
1.6642878653264899,4.0,56.94010582926972,1
2.413566762686356,4.0,51.16475786603769,1
3.9223292074527345,4.0,3.766289462285215,0
9.410509985824794,7.686530854712871,24.59386758433007,1
1.0172229854884836,10.0,63.55216728690621,1
4.1919558641136705,4.0,45.30084952769837,0
5.049373415798975,4.0,81.91507243422527,0
5.631331002808405,4.0,83.60510119711266,0
4.1030116076974075,7.853369677871356,50.59089618589722,1
3.670889280836809,4.0,53.254677108265284,1
4.556398832816305,4.0,51.86100845816099,1
4.174229403719617,4.0,69.98299496236959,1
4.068536738354462,9.772034551987645,34.13559588779164,1
